,Fare,gender,is_doctor,Class,From,To,age,prior_booking_days,Flight Date Month,Flight Time
0,9.598162079978417,0,1,1,1,3,0.6,0.16842105263157894,0.9090909090909091,0.5652173913043478
1,8.938756032953476,0,1,0,2,7,0.34285714285714286,0.5263157894736842,0.7272727272727273,0.782608695652174
2,8.640438614367184,1,1,0,2,6,0.34285714285714286,0.031578947368421054,0.36363636363636365,0.43478260869565216
3,8.914214752901493,1,0,0,1,2,0.24285714285714285,0.08421052631578947,0.5454545454545454,0.6086956521739131
4,8.096372791936673,0,0,0,3,5,0.15714285714285714,0.12631578947368421,1.0,0.43478260869565216
5,10.001431986915943,0,0,1,4,6,0.0,0.10526315789473684,0.36363636363636365,0.6086956521739131
6,9.497163075276047,1,0,1,1,2,0.8142857142857143,0.05263157894736842,0.36363636363636365,0.4782608695652174
7,8.573730412355822,1,1,0,4,1,0.8857142857142857,0.25263157894736843,0.36363636363636365,0.782608695652174
8,8.764476617223405,1,0,0,5,2,0.4714285714285714,0.0,0.9090909090909091,0.5217391304347826
9,8.901573570687178,1,0,0,5,1,0.8,0.010526315789473684,0.2727272727272727,0.5217391304347826
10,8.99088750171239,1,1,1,6,2,0.9571428571428572,0.14736842105263157,0.5454545454545454,0.9130434782608695
11,8.373475234323298,0,1,0,5,6,0.7285714285714285,0.15789473684210525,0.18181818181818182,0.6521739130434783
12,8.683717289507483,1,0,0,4,5,0.32857142857142857,0.3157894736842105,0.09090909090909091,0.4782608695652174
13,9.707873439872147,0,0,1,3,2,0.22857142857142856,0.021052631578947368,0.0,0.43478260869565216
14,7.497179491260277,0,0,0,2,5,0.05714285714285714,0.1368421052631579,0.09090909090909091,0.08695652173913043
15,8.917431329352608,0,0,0,1,4,0.2714285714285714,0.09473684210526316,0.45454545454545453,0.8260869565217391
16,8.758528661767558,0,1,0,1,5,0.8142857142857143,0.16842105263157894,0.36363636363636365,0.6086956521739131
17,9.031803245185074,1,0,1,3,5,0.5285714285714286,0.17894736842105263,0.18181818181818182,0.9130434782608695
18,9.03908456333013,0,1,0,1,7,0.4142857142857143,0.16842105263157894,1.0,0.13043478260869565
19,9.337913549638584,1,0,0,5,4,0.44285714285714284,0.4421052631578947,0.0,0.8695652173913043
20,9.568777462422398,1,1,1,1,3,0.7857142857142857,0.5368421052631579,0.09090909090909091,0.391304347826087
21,10.661871994432843,1,1,1,2,4,0.4142857142857143,0.49473684210526314,0.18181818181818182,0.6521739130434783
22,8.20215910663658,0,0,0,2,3,0.7714285714285715,0.21052631578947367,0.18181818181818182,0.6956521739130435
23,10.623060477092528,1,1,1,4,1,0.6285714285714286,0.010526315789473684,0.9090909090909091,0.9130434782608695
24,10.020790028297656,0,1,1,5,1,0.8428571428571429,0.08421052631578947,0.0,0.391304347826087
25,9.518535848474256,1,0,1,5,1,0.4142857142857143,0.18947368421052632,0.18181818181818182,0.9130434782608695
26,8.225492388004884,1,0,0,3,2,0.7714285714285715,0.2631578947368421,0.6363636363636364,0.43478260869565216
27,9.025532526927545,0,1,0,1,2,0.5285714285714286,0.07368421052631578,0.7272727272727273,0.782608695652174
28,8.452769863643656,0,0,1,2,5,0.5285714285714286,0.3263157894736842,0.18181818181818182,1.0
29,8.267818594730565,1,1,0,3,6,0.8714285714285714,0.3157894736842105,0.8181818181818182,0.5652173913043478
30,8.917318736060905,0,0,0,4,6,0.5285714285714286,0.4,0.45454545454545453,0.6521739130434783
31,8.51483641640246,0,1,0,5,2,0.4,0.37894736842105264,0.8181818181818182,0.4782608695652174
32,8.222967086749993,0,0,0,6,3,0.2714285714285714,0.09473684210526316,0.7272727272727273,0.4782608695652174
33,9.062696145863546,1,0,0,5,7,0.32857142857142857,0.22105263157894736,1.0,0.13043478260869565
34,7.5129178818735305,0,0,0,2,5,0.08571428571428572,0.12631578947368421,0.36363636363636365,0.43478260869565216
35,8.251105603976589,1,1,0,1,5,0.7285714285714285,0.5894736842105263,0.36363636363636365,0.391304347826087
36,7.887636582831996,0,0,0,2,6,0.014285714285714285,0.35789473684210527,0.2727272727272727,0.5652173913043478
37,7.534944264477532,1,0,0,7,4,0.014285714285714285,0.15789473684210525,0.0,0.9130434782608695
38,8.389323455608816,0,0,0,1,5,0.8857142857142857,0.14736842105263157,0.8181818181818182,1.0
39,9.578211602915518,0,1,1,4,3,0.6571428571428571,0.18947368421052632,0.8181818181818182,0.782608695652174
40,9.290194446474985,1,0,1,2,1,0.4,0.3473684210526316,0.7272727272727273,0.34782608695652173
41,10.37832510452897,1,1,1,7,5,0.5,0.35789473684210527,0.0,0.7391304347826086
42,9.63022304569234,0,1,1,1,5,0.7142857142857143,0.24210526315789474,0.45454545454545453,0.6521739130434783
43,8.965794414401538,0,1,0,1,2,0.6857142857142857,0.28421052631578947,0.5454545454545454,0.30434782608695654
44,9.218476186302365,0,0,0,7,6,0.24285714285714285,0.06315789473684211,0.36363636363636365,0.043478260869565216
45,9.184804078587234,1,1,0,2,7,0.8428571428571429,0.5157894736842106,0.9090909090909091,0.7391304347826086
46,8.297800098333022,0,1,0,2,5,0.9142857142857143,0.042105263157894736,0.09090909090909091,0.6086956521739131
47,9.2187033049659,1,1,1,2,6,0.4714285714285714,0.10526315789473684,0.18181818181818182,1.0
48,9.053054783453437,1,1,0,7,1,0.8714285714285714,0.4421052631578947,0.09090909090909091,0.5217391304347826
49,9.701382384265193,1,1,1,5,6,0.6,0.05263157894736842,0.09090909090909091,0.6086956521739131
50,9.904156828520982,1,1,1,4,3,0.9142857142857143,0.30526315789473685,0.8181818181818182,0.08695652173913043
51,8.01623208624079,1,0,0,2,6,0.8285714285714286,0.2631578947368421,0.09090909090909091,0.8260869565217391
52,9.36832739789419,0,0,1,6,1,0.6142857142857143,0.17894736842105263,0.09090909090909091,0.6956521739130435
53,8.971250348832285,1,1,0,4,1,0.35714285714285715,0.10526315789473684,0.9090909090909091,0.5217391304347826
54,9.936036055921345,1,0,1,4,2,0.3,0.22105263157894736,0.45454545454545453,0.8695652173913043
55,8.530585117931636,1,1,0,2,3,0.9142857142857143,0.49473684210526314,0.0,0.782608695652174
56,8.29792711297848,0,0,0,3,2,0.32857142857142857,0.3368421052631579,0.45454545454545453,0.043478260869565216
57,7.957366381217183,1,0,0,6,2,0.6857142857142857,0.12631578947368421,0.0,0.8695652173913043
58,9.776704765332877,0,0,1,2,4,0.34285714285714286,0.3473684210526316,0.8181818181818182,0.6521739130434783
59,7.920983956040523,1,0,0,5,1,0.6,0.6210526315789474,0.18181818181818182,0.9130434782608695
60,9.14344921890241,1,1,0,2,4,0.7,0.24210526315789474,0.45454545454545453,0.5217391304347826
61,7.488975990669944,0,0,0,5,2,0.14285714285714285,0.2,0.45454545454545453,0.5652173913043478
62,9.931640998795356,0,0,1,6,4,0.35714285714285715,0.3473684210526316,0.8181818181818182,0.6521739130434783
63,9.525909947914855,0,1,1,5,6,0.32857142857142857,0.12631578947368421,0.8181818181818182,0.043478260869565216
64,9.603672168261074,1,1,1,5,2,0.9285714285714286,0.07368421052631578,0.36363636363636365,0.8260869565217391
65,7.8515638968930315,0,0,0,1,5,0.21428571428571427,0.3157894736842105,0.09090909090909091,0.043478260869565216
66,8.917255731901939,1,1,0,1,6,0.8428571428571429,0.11578947368421053,0.45454545454545453,0.2608695652173913
67,8.348715366442933,0,0,0,2,7,0.18571428571428572,0.3473684210526316,0.9090909090909091,0.7391304347826086
68,8.992089830341834,0,1,0,1,2,0.9714285714285714,0.25263157894736843,0.8181818181818182,0.6956521739130435
69,8.574712762253368,1,0,0,6,7,0.4714285714285714,0.17894736842105263,0.2727272727272727,0.6521739130434783
70,9.65965201606425,1,1,1,4,3,0.5714285714285714,0.2736842105263158,0.8181818181818182,0.9130434782608695
71,8.254312993878166,1,1,0,5,1,0.8142857142857143,0.3263157894736842,0.2727272727272727,0.6086956521739131
72,8.347004927613556,0,0,0,1,4,0.5571428571428572,0.14736842105263157,0.5454545454545454,0.8260869565217391
73,8.460199469896118,0,0,0,2,7,0.2571428571428571,0.6105263157894737,0.0,0.7391304347826086
74,9.004006001476228,1,0,0,5,3,0.22857142857142856,0.0,0.18181818181818182,0.34782608695652173
75,9.519017742562381,0,0,1,4,5,0.05714285714285714,0.18947368421052632,0.36363636363636365,0.6956521739130435
76,8.199046413182845,1,1,0,5,6,0.8571428571428571,0.3684210526315789,0.36363636363636365,0.13043478260869565
77,8.667087970589428,1,1,0,5,6,0.8714285714285714,0.47368421052631576,0.09090909090909091,0.9565217391304348
78,8.508697202494973,0,1,0,2,6,0.6857142857142857,0.0,0.36363636363636365,0.9565217391304348
79,8.84680048960486,0,0,0,1,6,0.3142857142857143,0.06315789473684211,0.18181818181818182,0.7391304347826086
80,9.491131506356453,1,1,1,4,1,0.8,0.24210526315789474,0.7272727272727273,0.043478260869565216
81,8.41761592051414,1,0,1,2,5,0.8142857142857143,0.29473684210526313,0.36363636363636365,0.8260869565217391
82,9.487988017538823,0,0,1,5,4,0.17142857142857143,0.3263157894736842,0.6363636363636364,1.0
83,9.270929228447162,1,1,1,5,1,0.5714285714285714,0.43157894736842106,0.18181818181818182,0.0
84,8.359130201809062,0,0,0,4,3,0.2857142857142857,0.22105263157894736,0.2727272727272727,0.2608695652173913
85,8.618445680676192,1,0,0,2,1,0.12857142857142856,0.2,0.7272727272727273,1.0
86,8.94225044715495,0,0,0,3,5,0.2714285714285714,0.021052631578947368,0.0,0.6521739130434783
87,7.682781940852111,0,0,0,2,5,0.2714285714285714,0.17894736842105263,0.36363636363636365,0.6521739130434783
88,8.904186066860698,0,1,0,6,7,0.7142857142857143,0.16842105263157894,0.36363636363636365,0.30434782608695654
89,8.709311601939815,1,1,0,5,1,0.7142857142857143,0.09473684210526316,1.0,0.8695652173913043
90,9.24008653530532,0,1,1,6,5,0.9,0.2631578947368421,0.36363636363636365,1.0
91,9.230887819863844,1,1,0,2,4,0.6,0.21052631578947367,0.18181818181818182,0.34782608695652173
